File,Line,Token,LineText,Model,Surface,Origin,RiskOfChange,InitialRecommendation
app\fitting\guiGetFitRegistry.m,24,robustness,"family.robustnessPresets = [""Fast"", ""Balanced"", ""Robust""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\fitting\guiGetFitRegistry.m,47,robustness,"family.robustnessPresets = [""Fast"", ""Balanced"", ""Robust""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\fitting\guiGetFitRegistry.m,76,robustness,"family.robustnessPresets = [""Fast"", ""Balanced"", ""Robust""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\fitting\guiGetFitRegistry.m,109,robustness,"family.robustnessPresets = strings(1, 0);",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,25,Fast,"family.defaultRobustness = ""Fast"";",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,28,Fast,"family.robustnessPresets = [""Fast"", ""Balanced"", ""Robust""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,52,Fast,"family.robustnessPresets = [""Fast"", ""Balanced"", ""Robust""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,71,Fast,"family.defaultRobustness = ""Fast"";",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,74,Fast,"family.robustnessPresets = [""Fast"", ""Balanced""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,28,Balanced,"family.robustnessPresets = [""Fast"", ""Balanced"", ""Robust""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,49,Balanced,"family.defaultRobustness = ""Balanced"";",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,52,Balanced,"family.robustnessPresets = [""Fast"", ""Balanced"", ""Robust""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,74,Balanced,"family.robustnessPresets = [""Fast"", ""Balanced""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,25,Robust,"family.defaultRobustness = ""Fast"";",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,28,Robust,"family.robustnessPresets = [""Fast"", ""Balanced"", ""Robust""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,49,Robust,"family.defaultRobustness = ""Balanced"";",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,52,Robust,"family.robustnessPresets = [""Fast"", ""Balanced"", ""Robust""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,71,Robust,"family.defaultRobustness = ""Fast"";",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,93,Robust,"family.defaultRobustness = """";",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,28,robustness,"family.robustnessPresets = [""Fast"", ""Balanced"", ""Robust""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,52,robustness,"family.robustnessPresets = [""Fast"", ""Balanced"", ""Robust""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,74,robustness,"family.robustnessPresets = [""Fast"", ""Balanced""];",shared,Fit,GUI/adapter,low,preserve as historical context
app\sweep\guiGetSweepRegistry.m,96,robustness,"family.robustnessPresets = strings(1, 0);",shared,Fit,GUI/adapter,low,preserve as historical context
examples\acoustoelastic_iop_hgo\basic\run_atlas_branch.m,26,atlasNumYPoints,"options.atlasNumYPoints = 300;",AE,Fit,solver/API,low,preserve as historical context
examples\acoustoelastic_iop_hgo\basic\run_atlas_branch.m,27,atlasTopNMinima,"options.atlasTopNMinima = 12;",AE,Fit,solver/API,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\compare_atlasA0_vs_raw_branch1.m,132,atlasNumYPoints,"solverOptions.atlasNumYPoints = 1000;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\compare_atlasA0_vs_raw_branch1.m,133,atlasTopNMinima,"solverOptions.atlasTopNMinima = 18;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_branch_families.m,141,atlasNumYPoints,"solverOptions.atlasNumYPoints = settings.AtlasNumYPoints;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_branch_families.m,142,atlasTopNMinima,"solverOptions.atlasTopNMinima = settings.AtlasTopNMinima;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,33,atlasNumYPoints,"spec.label, spec.fmin_Hz, spec.fmax_Hz, spec.nFreq, options.atlasNumYPoints, options.atlasTopNMinima);",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,86,atlasNumYPoints,"specs(1).atlasNumYPoints = 300;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,93,atlasNumYPoints,"specs(2).atlasNumYPoints = 600;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,100,atlasNumYPoints,"specs(3).atlasNumYPoints = 900;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,107,atlasNumYPoints,"specs(4).atlasNumYPoints = 900;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,114,atlasNumYPoints,"specs(5).atlasNumYPoints = 900;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,128,atlasNumYPoints,"options.atlasNumYPoints = spec.atlasNumYPoints;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,140,atlasNumYPoints,"row.AtlasNumYPoints = spec.atlasNumYPoints;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,33,atlasTopNMinima,"spec.label, spec.fmin_Hz, spec.fmax_Hz, spec.nFreq, options.atlasNumYPoints, options.atlasTopNMinima);",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,87,atlasTopNMinima,"specs(1).atlasTopNMinima = 12;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,94,atlasTopNMinima,"specs(2).atlasTopNMinima = 16;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,101,atlasTopNMinima,"specs(3).atlasTopNMinima = 20;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,108,atlasTopNMinima,"specs(4).atlasTopNMinima = 20;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,115,atlasTopNMinima,"specs(5).atlasTopNMinima = 20;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,129,atlasTopNMinima,"options.atlasTopNMinima = spec.atlasTopNMinima;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_grid_start_sensitivity.m,141,atlasTopNMinima,"row.AtlasTopNMinima = spec.atlasTopNMinima;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_raw_branch_corner.m,178,atlasNumYPoints,"solverOptions.atlasNumYPoints = settings.AtlasNumYPoints;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\diagnose_raw_branch_corner.m,179,atlasTopNMinima,"solverOptions.atlasTopNMinima = settings.AtlasTopNMinima;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\validate_atlas_raw_grid.m,167,atlasNumYPoints,"solverOptions.atlasNumYPoints = settings.AtlasNumYPoints;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\diagnostics\validate_atlas_raw_grid.m,168,atlasTopNMinima,"solverOptions.atlasTopNMinima = settings.AtlasTopNMinima;",AE,Fit,diagnostic,low,preserve as historical context
examples\acoustoelastic_iop_hgo\fitting\fit_ae_atlasA0.m,25,atlasNumYPoints,"solverOptions.atlasNumYPoints = 300;",AE,Fit,solver/API,low,preserve as historical context
examples\acoustoelastic_iop_hgo\fitting\fit_ae_atlasA0.m,26,atlasTopNMinima,"solverOptions.atlasTopNMinima = 12;",AE,Fit,solver/API,low,preserve as historical context
examples\acoustoelastic_iop_hgo\fitting\fit_ae_atlasA0.m,28,atlasInitializationNumFrequencyPoints,"solverOptions.atlasInitializationNumFrequencyPoints = 50;",AE,Fit,solver/API,low,preserve as historical context
examples\acoustoelastic_iop_hgo\fitting\fit_ae_atlasA0.m,51,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-3));",AE,Fit,solver/API,low,preserve as historical context
examples\acoustoelastic_iop_hgo\fitting\fit_ae_atlasA0.m,51,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-3));",AE,Fit,solver/API,low,preserve as historical context
examples\acoustoelastic_iop_hgo\fitting\fit_ae_atlasA0.m,51,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-3));",AE,Fit,solver/API,low,preserve as historical context
examples\acoustoelastic_iop_hgo\sweeps\sweep_iop.m,15,Robust,"options = aeDefaultSweepOptions(""Robust"");",AE,Fit,solver/API,low,preserve as historical context
examples\acoustoelastic_iop_hgo\sweeps\sweep_mu.m,15,Robust,"options = aeDefaultSweepOptions(""Robust"");",AE,Fit,solver/API,low,preserve as historical context
examples\acoustoelastic_iop_hgo\sweeps\sweep_mu_iop.m,21,Robust,"options = aeDefaultSweepOptions(""Robust"");",AE,Fit,solver/API,low,preserve as historical context
examples\mrlfe\basic\compare_mrlfe_elastic_vs_visco_cp.m,22,Fast,"optionsBase = rlDefaultOptions(""Fast"");",mRLFE,Fit,solver/API,low,preserve as historical context
examples\mrlfe\basic\run_mrlfe_prototype.m,13,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,solver/API,low,preserve as historical context
examples\mrlfe\diagnostics\compare_mrlfe_tracker_vs_condition_peaks.m,26,Balanced,"options = rlDefaultOptions(""Balanced"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_direct_atlas_etaS_zero_limit.m,120,Fast,"rlOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_direct_atlas_etaS_zero_limit.m,40,mrlfeA0DPCpScanPoints,"optionsAtlas.mrlfeA0DPCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_etaS_direct_atlas_fit.m,122,mrlfeA0DPCpScanPoints,"fitConfig.solverOptions.mrlfeA0DPCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_etaS_direct_atlas_fit.m,112,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5));",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_etaS_direct_atlas_fit.m,112,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5));",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_etaS_direct_atlas_fit.m,112,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5));",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_etaS_forward_cache.m,128,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5));",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_etaS_forward_cache.m,128,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5));",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_etaS_forward_cache.m,128,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5));",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_fit_option_sensitivity.m,104,Fast,"fprintf('\nFastest usable settings with RMSE difference < 0.05 m/s against reference:\n');",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_fit_option_sensitivity.m,29,mrlfeA0DPCpScanPoints,"referenceOptions.mrlfeA0DPCpScanPoints = 2200;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_fit_option_sensitivity.m,58,mrlfeA0DPCpScanPoints,"options.mrlfeA0DPCpScanPoints = cpScanPointsList(i);",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_fit_timing.m,118,MaxIter,"fitConfig.fitOptions.optimizerOptions = optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5);",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_fit_timing.m,118,MaxFunEvals,"fitConfig.fitOptions.optimizerOptions = optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5);",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_fit_timing.m,118,TolX,"fitConfig.fitOptions.optimizerOptions = optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5);",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_a0_physical_corridor_mu_sweep.m,73,Fast,"rlOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_a0_physical_corridor_mu_sweep.m,97,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_a0_physical_corridor_mu_sweep.m,112,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_a0_physical_corridor_mu_sweep.m,113,mrlfeAdaptiveCpScanPoints,"options.mrlfeAdaptiveCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_a0_physical_corridor_mu_sweep.m,103,mrlfeViscoAtlasCpScanPoints,"options.mrlfeViscoAtlasCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_a0_policy_parametric_sweep.m,88,Fast,"rlOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_a0_policy_parametric_sweep.m,112,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_a0_policy_parametric_sweep.m,125,mrlfeAdaptiveCpScanPoints,"options.mrlfeAdaptiveCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_a0_policy_parametric_sweep.m,119,mrlfeViscoAtlasCpScanPoints,"options.mrlfeViscoAtlasCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_atlas_primary_policy_matrix.m,40,Fast,"policyOptions.robustness = ""Fast"";",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_atlas_primary_policy_matrix.m,40,robustness,"policyOptions.robustness = ""Fast"";",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_atlas_primary_policy_matrix.m,66,mrlfeViscoAtlasCpScanPoints,"policyOptions.mrlfeViscoAtlasCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,36,Fast,"robustnessList = [""Fast"", ""Balanced""];",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,36,Balanced,"robustnessList = [""Fast"", ""Balanced""];",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,43,Robust,"for iRobust = 1:numel(robustnessList)",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,44,Robust,"robustness = robustnessList(iRobust);",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,45,Robust,"fprintf('\nRobustness: %s\n', robustness);",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,149,Robust,"row.Robustness = string(robustness);",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,36,robustness,"robustnessList = [""Fast"", ""Balanced""];",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,43,robustness,"for iRobust = 1:numel(robustnessList)",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,44,robustness,"robustness = robustnessList(iRobust);",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,45,robustness,"fprintf('\nRobustness: %s\n', robustness);",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,47,robustness,"baseOptions = rlDefaultOptions(robustness);",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,90,robustness,"label = sprintf('%s | etaS %.4g | %s', robustness, etaS, branchCase.Label);",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,100,robustness,"row = summarizeRun(raw, label, robustness, etaS, branchCase, elapsed, numel(frequency), timeRLA0, timeRLS0);",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,146,robustness,"function row = summarizeRun(raw, label, robustness, etaS, branchCase, elapsed, nFreq, timeRLA0, timeRLS0)",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_gui_performance_32kHz.m,149,robustness,"row.Robustness = string(robustness);",mRLFE,Fit,GUI/adapter,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_unified_atlas_mu_sweep.m,74,Fast,"rlOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_unified_atlas_mu_sweep.m,100,Fast,"atlasOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_unified_atlas_mu_sweep.m,115,mrlfeAdaptiveCpScanPoints,"atlasOptions.mrlfeAdaptiveCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_unified_atlas_mu_sweep.m,107,mrlfeViscoAtlasCpScanPoints,"atlasOptions.mrlfeViscoAtlasCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_visco_direct_atlas.m,60,mrlfeA0DPCpScanPoints,"optionsAtlas.mrlfeA0DPCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_visco_residual_landscape.m,31,Fast,"optionsBase = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\diagnose_mrlfe_visco_validity_breakdown.m,32,Fast,"optionsBase = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\stress_test_mrlfe_real_k_range.m,28,Fast,"optionsBase = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_adaptive_policy_mu_sweep.m,68,Fast,"rlOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_adaptive_policy_mu_sweep.m,94,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_adaptive_policy_mu_sweep.m,110,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_adaptive_policy_mu_sweep.m,111,mrlfeAdaptiveCpScanPoints,"options.mrlfeAdaptiveCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_adaptive_policy_mu_sweep.m,100,mrlfeViscoAtlasCpScanPoints,"options.mrlfeViscoAtlasCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_direct_visco_atlas_start_failure.m,44,Fast,"seedOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_direct_visco_atlas_start_failure.m,55,Fast,"baseOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_direct_visco_atlas_start_failure.m,82,mrlfeViscoAtlasCpScanPoints,"policy.mrlfeViscoAtlasCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_direct_visco_atlas_vs_maintained.m,44,Fast,"referenceOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_direct_visco_atlas_vs_maintained.m,98,mrlfeViscoAtlasCpScanPoints,"policy.mrlfeViscoAtlasCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_low_residual_basins_mu_sweep.m,95,Fast,"rlOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_low_residual_basins_mu_sweep.m,119,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_low_residual_basins_mu_sweep.m,134,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_low_residual_basins_mu_sweep.m,135,mrlfeAdaptiveCpScanPoints,"options.mrlfeAdaptiveCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_low_residual_basins_mu_sweep.m,125,mrlfeViscoAtlasCpScanPoints,"options.mrlfeViscoAtlasCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_residual_landscape_mu_sweep.m,105,Fast,"rlOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_residual_landscape_mu_sweep.m,131,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_residual_landscape_mu_sweep.m,146,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_residual_landscape_mu_sweep.m,147,mrlfeAdaptiveCpScanPoints,"options.mrlfeAdaptiveCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_a0_residual_landscape_mu_sweep.m,137,mrlfeViscoAtlasCpScanPoints,"options.mrlfeViscoAtlasCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_s0_direct_visco_atlas_cut_boundary.m,44,Fast,"seedOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_s0_direct_visco_atlas_cut_boundary.m,55,Fast,"baseOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\mrlfe\diagnostics\archive\diagnose_mrlfe_s0_direct_visco_atlas_cut_boundary.m,82,mrlfeViscoAtlasCpScanPoints,"policy.mrlfeViscoAtlasCpScanPoints = 900;",mRLFE,Fit,diagnostic,low,preserve as historical context
examples\rayleigh_lamb\basic\run_default_A0.m,6,Balanced,"options = rlDefaultOptions(""Balanced"");",RL,Fit,Default,low,preserve as historical context
examples\rayleigh_lamb\basic\run_default_A0_S0.m,7,Balanced,"options = rlDefaultOptions(""Balanced"");",RL,Fit,Default,low,preserve as historical context
examples\rayleigh_lamb\fitting\fit_default_A0.m,15,Fast,"solverOptions = rlDefaultOptions(""Fast"");",RL,Fit,Default,low,preserve as historical context
examples\rayleigh_lamb\validation\check_default_outputs.m,7,Balanced,"options = rlDefaultOptions(""Balanced"");",RL,Fit,Default,low,preserve as historical context
